City_ID,City,Lat,Lng,Max Temp (C),Humidity,Cloudiness,Wind Speed,Country,Date
80,Cape Town,-33.9258,18.4232,27.93,64,20,8.23,ZA,1676213945
81,Jacksonville,30.3322,-81.6556,15.05,84,100,8.75,US,1676213681
82,Port Alfred,-33.5906,26.891,23.43,88,29,3.13,ZA,1676213946
83,Broken Hill,-31.95,141.4333,20.29,29,69,5.99,AU,1676213947
84,Chokurdakh,70.6333,147.9167,-32.72,94,100,1.76,RU,1676213947
85,Libreville,0.3925,9.4537,31.01,70,20,3.6,GA,1676213948
86,Ancud,-41.8697,-73.8203,13.98,86,100,1.72,CL,1676213948
87,Mataura,-46.1927,168.8643,11.29,99,69,0.44,NZ,1676213949
88,Saskylakh,71.9167,114.0833,-39.92,97,35,3.71,RU,1676213949
89,Cidreira,-30.1811,-50.2056,27.18,61,0,4.59,BR,1676213949
90,Riyadh,24.6877,46.7219,28.08,21,100,2.89,SA,1676213950
91,Chui,-33.6971,-53.4616,33.33,29,20,3.32,UY,1676213950
92,Buala,-8.145,159.5921,26.7,82,100,2.49,SB,1676213951
93,George Town,5.4112,100.3354,27.96,89,20,1.03,MY,1676213866
94,Crossville,35.949,-85.0269,1.77,95,100,3.09,US,1676213952
95,Muravlenko,63.7898,74.523,-14.42,94,89,8.59,RU,1676213954
96,Caravelas,-17.7125,-39.2481,29.65,59,99,3.75,BR,1676213954
97,Inuvik,68.3499,-133.7218,-31.52,72,75,2.06,CA,1676213955
98,Mount Gambier,-37.8333,140.7667,11.85,72,32,2.58,AU,1676213955
99,East London,-33.0153,27.9116,26.52,73,0,8.23,ZA,1676213955
100,Torbay,47.6666,-52.7314,-6.51,69,20,10.8,CA,1676213956
101,Koslan,63.4564,48.8989,-16.38,100,82,1.86,RU,1676213956
102,Halifax,44.6453,-63.5724,4.69,71,70,9.26,CA,1676213957
103,Rio Brilhante,-21.8019,-54.5464,29.49,63,4,3.11,BR,1676213957
104,Mahébourg,-20.4081,57.7,28.16,65,40,4.12,MU,1676213958
105,Nome,64.5011,-165.4064,-18.96,71,100,3.09,US,1676213958
106,Saint Anthony,45.0205,-93.218,-2.16,91,40,2.06,US,1676213959
107,Zunheboto,25.9667,94.5167,8.61,87,5,0.77,IN,1676213959
108,Mangai,-4.05,19.5333,24.52,79,100,2.61,CD,1676213960
109,Saint Augustine,29.8947,-81.3145,17.26,87,100,4.63,US,1676213944
110,Ulaangom,49.9811,92.0667,-21.72,99,100,0.64,MN,1676213960
111,Korla,41.7597,86.1469,0.35,66,75,1.06,CN,1676213961
112,Farafangana,-22.8167,47.8333,26.38,79,93,4.27,MG,1676213961
113,Ishigaki,24.3448,124.1572,22.07,100,100,0.51,JP,1676213962
114,Castro,-24.7911,-50.0119,23.33,78,75,1.98,BR,1676213962
115,Rāvar,31.2656,56.8055,17.01,33,35,11.9,IR,1676213963
116,Porto Santo,33.072,-16.3415,19.21,68,40,4.63,PT,1676213963
117,Padang,-0.9492,100.3543,26.03,84,91,1.52,ID,1676213964
118,Mar del Plata,-38.0023,-57.5575,31.01,55,75,8.23,AR,1676213733
119,San Jose,37.3394,-121.895,8.56,88,40,2.57,US,1676213891
120,San Patricio,28.017,-97.5169,13.26,56,19,0.63,US,1676213964
121,Hobart,-42.8794,147.3294,12.92,65,40,3.09,AU,1676213965
122,Carnarvon,-24.8667,113.6333,25.19,73,0,10.86,AU,1676213965
123,Sitka,57.0531,-135.33,5.94,81,100,2.57,US,1676213966
124,Chunhuhub,19.55,-88.6833,19.89,58,87,2.6,MX,1676213966
125,Bac Lieu,9.285,105.7244,25.16,84,83,2.63,VN,1676213967
126,Mossamedes,-15.1961,12.1522,26.0,61,28,6.26,AO,1676213967
127,Yar-Sale,66.8333,70.8333,-10.79,92,70,8.71,RU,1676213968
128,Pyinmana,19.7333,96.2167,21.46,32,0,1.97,MM,1676213968
129,Shache,38.4167,77.2406,2.06,49,0,3.2,CN,1676213969
130,Korsakov,46.6328,142.7813,-19.09,98,75,1.69,RU,1676213969
131,Cherskiy,68.75,161.3,-41.08,100,68,0.34,RU,1676213969
132,Pastavy,55.1168,26.8326,-1.88,85,95,3.02,BY,1676213970
133,Province of Mantua,45.1667,10.7833,14.34,45,0,4.02,IT,1676213970
134,Dikson,73.5069,80.5464,-13.52,92,95,8.01,RU,1676213971
135,Klaksvík,62.2266,-6.589,8.51,82,99,12.59,FO,1676213971
136,Khatanga,71.9667,102.5,-21.77,98,100,1.48,RU,1676213972
137,Adré,13.4667,22.2,32.25,10,0,4.4,TD,1676213972
138,Dover,39.1582,-75.5244,4.54,80,0,2.06,US,1676213973
139,Virginia Beach,36.8529,-75.978,10.03,94,100,7.72,US,1676213888
140,Mudgee,-32.5943,149.5871,19.32,84,24,2.68,AU,1676213974
141,Clyde River,70.4692,-68.5914,-35.87,68,20,1.54,CA,1676213974
142,Westport,41.1415,-73.3579,6.85,58,0,2.06,US,1676213745
143,New Norfolk,-42.7826,147.0587,12.73,62,28,0.89,AU,1676213975
144,Vestmannaeyjar,63.4427,-20.2734,5.55,81,75,8.75,IS,1676213975
145,Vyshneve,50.3891,30.3705,-2.54,70,5,5.67,UA,1676213977
146,Butaritari,3.0707,172.7902,26.19,85,100,6.02,KI,1676213978
147,Emba,48.8264,58.1442,-12.17,93,80,3.29,KZ,1676213978
148,Palimbang,6.2106,124.1894,25.38,88,100,1.7,PH,1676213979
149,Rockport,28.0206,-97.0544,14.0,100,0,0.45,US,1676213979
150,Hong Kong,22.2855,114.1577,23.31,92,28,6.71,HK,1676213767
151,Santa Lucía,27.9117,-15.5407,17.09,64,52,2.57,ES,1676213832
152,Barra do Garças,-15.89,-52.2567,33.32,58,20,1.03,BR,1676213980
153,Xining,36.6167,101.7667,-4.78,83,100,2.54,CN,1676213981
154,Iqaluit,63.7506,-68.5145,-34.15,75,20,2.57,CA,1676213981
155,Nybro,56.7446,15.9071,6.45,83,100,4.51,SE,1676213982
156,Portland,45.5234,-122.6762,3.13,94,100,2.06,US,1676213331
157,Ochakiv,46.6128,31.5498,1.73,60,2,8.98,UA,1676213982
158,Norman Wells,65.282,-126.8329,-24.98,77,100,3.09,CA,1676213983
159,Sompeta,18.9333,84.6,23.92,76,6,3.11,IN,1676213983
160,Coahuayana Viejo,18.7333,-103.6833,25.47,44,0,1.2,MX,1676213984
161,Pitimbu,-7.4706,-34.8086,31.33,66,100,4.53,BR,1676213984
162,Baley,51.6,116.6333,-23.92,98,26,2.21,RU,1676213985
163,San Miguel de Cozumel,20.5083,-86.9458,23.37,70,60,3.13,MX,1676213985
164,Tura,25.5198,90.2201,17.9,42,0,0.52,IN,1676213986
165,Salalah,17.0151,54.0924,27.05,50,0,2.57,OM,1676213426
166,Rocha,-34.4833,-54.3333,38.46,17,3,5.04,UY,1676213986
167,Henties Bay,-22.116,14.2845,20.83,77,2,5.7,NA,1676213987
168,Tual,-5.6667,132.75,28.01,78,100,9.37,ID,1676213987
169,Taft,31.7471,54.2088,5.97,46,75,4.12,IR,1676213988
170,São Filipe,14.8961,-24.4956,21.43,78,99,4.35,CV,1676213988
171,Issenye,-2.0,34.3333,27.81,40,100,4.7,TZ,1676213989
172,Khovd,48.0056,91.6419,-14.15,95,100,0.38,MN,1676213989
173,Puerto Escondido,15.85,-97.0667,25.81,43,0,1.54,MX,1676213936
174,Ixtapa,20.7,-105.2,24.36,48,0,0.98,MX,1676213990
175,Mubi,10.2676,13.2644,35.29,8,3,5.75,NG,1676213990
176,Mehamn,71.0357,27.8492,0.97,93,75,13.89,NO,1676213954
177,Kavieng,-2.5744,150.7967,26.49,82,100,4.7,PG,1676213991
178,Qaanaaq,77.484,-69.3632,-32.73,95,56,2.2,GL,1676213991
179,Hofn,64.2539,-15.2082,4.01,81,75,6.69,IS,1676213992
180,Hua Hin,12.5707,99.9588,25.57,79,31,4.06,TH,1676213992
181,Lakes Entrance,-37.8811,147.981,12.87,79,5,4.6,AU,1676213992
182,Tiznit Province,29.5833,-9.5,19.2,26,100,6.79,MA,1676213993
183,College,64.8569,-147.8028,-18.56,78,100,0.0,US,1676213993
184,Richards Bay,-28.783,32.0377,28.74,77,65,6.14,ZA,1676213994
185,Jeypore,18.85,82.5833,22.13,22,76,3.29,IN,1676213994
186,San Alberto,7.7611,-73.3922,30.85,53,99,2.19,CO,1676213995
187,Otradnoye,59.7775,30.8181,-0.97,96,100,4.06,RU,1676213995
188,Zhalantun,48.0,122.7167,-17.43,86,1,3.46,CN,1676213996
189,Denpasar,-8.65,115.2167,27.81,83,40,3.6,ID,1676213833
190,Urengoy,65.9667,78.3667,-13.69,93,100,8.45,RU,1676213996
191,Lebu,-37.6167,-73.65,18.38,70,92,2.8,CL,1676213720
192,Pemba,-12.974,40.5178,26.39,94,75,4.63,MZ,1676213711
193,Port Elizabeth,-33.918,25.5701,26.17,78,75,10.29,ZA,1676213997
194,Nantucket,41.2835,-70.0995,6.75,74,100,5.65,US,1676213998
195,Xiaoweizhai,26.1903,107.5125,9.95,94,100,2.66,CN,1676213999
196,Qasigiannguit,68.8193,-51.1922,-34.76,93,36,1.46,GL,1676213999
197,North Bend,43.4065,-124.2243,4.36,99,40,2.57,US,1676213753
198,Constitución,-35.3333,-72.4167,20.7,72,2,5.02,CL,1676213930
199,Port Hardy,50.6996,-127.4199,5.1,93,100,7.2,CA,1676214000
200,Aldan,58.6031,125.3894,-15.71,95,100,5.52,RU,1676214001
201,Qena,26.1615,32.7183,20.46,17,100,5.14,EG,1676214003
202,Khanbari,27.3747,87.2039,12.54,53,45,1.73,NP,1676214004
203,Chumikan,54.7183,135.315,-22.25,90,19,6.29,RU,1676214009
204,Abu Samrah,35.3029,37.1841,7.96,59,89,1.63,SY,1676214010
205,Knysna,-34.0363,23.0471,25.29,65,1,3.31,ZA,1676214011
206,Ilulissat,69.2167,-51.1,-34.27,97,47,1.7,GL,1676214012
207,Tiksi,71.6872,128.8694,-41.17,100,76,0.99,RU,1676214012
208,Fare,-16.7,-151.0167,27.45,75,85,5.75,PF,1676214015
209,Kiunga,-6.1219,141.2906,23.85,95,100,1.08,PG,1676214016
210,Tasiilaq,65.6145,-37.6368,-8.91,77,92,4.51,GL,1676214017
211,Arandis,-22.4167,14.9667,27.35,40,2,6.31,NA,1676214018
212,Lagoa,39.05,-27.9833,13.32,67,66,6.0,PT,1676214019
213,Nikolskoye,59.7035,30.7861,-1.06,96,100,3.98,RU,1676214020
214,Salamanca,40.8333,-6.0,11.88,48,77,2.02,ES,1676214021
215,Omboué,-1.5746,9.2618,28.94,75,46,4.49,GA,1676214022
216,Saint George,37.1041,-113.5841,-0.67,69,0,1.54,US,1676214023
217,Andenes,69.3143,16.1194,2.99,70,75,15.43,NO,1676214023
218,The Valley,18.217,-63.0578,27.08,61,20,8.75,AI,1676214010
219,Tadine,-21.55,167.8833,24.06,70,62,2.19,NC,1676214024
220,Zyryanka,65.75,150.85,-40.13,100,78,1.2,RU,1676214025
221,Alta Floresta,-9.8756,-56.0861,29.9,70,40,1.03,BR,1676213998
222,Bibiani,6.4635,-2.3194,37.74,25,39,1.41,GH,1676214025
223,Inhambane,-23.865,35.3833,30.99,66,40,8.23,MZ,1676214026
224,Makokou,0.5738,12.8642,34.78,28,84,0.55,GA,1676214027
225,Manaure,11.7751,-72.4445,28.89,56,1,10.46,CO,1676214028
226,Thompson,55.7435,-97.8558,-13.91,85,100,0.0,CA,1676214029
227,Kumul,42.8,93.45,1.04,53,100,3.84,CN,1676214029
228,Saint-Paul,-21.0096,55.2707,28.06,84,64,1.13,RE,1676214030
229,Alofi,-19.0595,-169.9187,23.94,94,100,1.03,NU,1676214031
230,Douglas,41.3,-96.167,2.56,61,0,2.57,US,1676214032
231,Pataias,39.6698,-8.9958,14.2,62,100,6.76,PT,1676214032
232,Pandan,14.0453,124.1694,25.01,84,94,5.46,PH,1676214033
233,Codrington,-38.2667,141.9667,14.62,60,100,3.99,AU,1676214034
234,Jiuquan,39.7432,98.5174,-2.94,54,100,2.81,CN,1676214034
235,Surgut,61.25,73.4167,-12.9,78,40,5.0,RU,1676214035
236,Plettenberg Bay,-34.0527,23.3716,23.94,70,18,3.36,ZA,1676214035
237,Chakrāta,30.7,77.85,1.51,46,0,2.02,IN,1676214035
238,Nizhniy Odes,63.6445,54.856,-9.77,97,100,2.33,RU,1676214036
239,Mayo,38.8876,-76.5119,5.65,84,100,1.79,US,1676214037
240,Asău,46.4333,26.4,1.51,92,29,0.9,RO,1676214037
241,Pipraich,26.8264,83.53,19.24,21,0,7.68,IN,1676214038
242,Kasungu,-13.0333,33.4833,18.91,95,100,0.69,MW,1676214039
243,São João da Barra,-21.6403,-41.0511,30.05,79,90,4.61,BR,1676214040
244,Guerrero Negro,27.9769,-114.0611,13.6,66,74,5.42,MX,1676214040
245,Kyrenia,35.3417,33.3167,13.75,52,4,1.3,CY,1676214041
246,Baghmara,23.795,86.2085,21.17,18,0,3.86,IN,1676214041
247,Quatre Cocos,-20.2078,57.7625,28.06,70,85,7.13,MU,1676214042
248,Leshan,29.5623,103.7639,9.58,74,100,2.68,CN,1676214042
249,Harper,4.375,-7.7169,29.03,73,30,2.71,LR,1676214043
250,Sioux Lookout,50.1001,-91.917,-2.96,93,75,1.54,CA,1676214043
251,Geelong,-38.1471,144.3607,16.15,70,100,3.6,AU,1676213537
252,Bondo,3.8146,23.6866,38.66,14,66,1.62,CD,1676214044
253,Eyl,7.9803,49.8164,24.67,70,0,8.01,SO,1676214044
254,Åmot,59.5714,7.9877,5.98,91,100,2.15,NO,1676214045
255,Fallon,39.4735,-118.7774,0.51,76,0,2.06,US,1676214045
256,Eyemouth,55.8713,-2.0901,9.57,71,76,4.5,GB,1676214046
257,La Asuncion,11.0333,-63.8628,25.43,76,23,7.71,VE,1676214046
258,Souillac,-20.5167,57.5167,28.21,65,40,4.12,MU,1676214047
259,Bandar,2.05,99.75,23.29,96,100,1.08,ID,1676214048
260,Lompoc,34.6391,-120.4579,9.32,80,0,4.02,US,1676214048
261,Severo-Kuril'sk,50.6789,156.125,-8.71,61,77,1.91,RU,1676214050
262,Pisco,-13.7,-76.2167,24.03,88,75,4.12,PE,1676214050
263,Punta Cardon,11.6581,-70.215,26.36,71,3,11.82,VE,1676214051
264,Northam,51.0333,-4.2167,11.45,72,1,5.98,GB,1676214052
265,Zabul Province,32.25,67.25,2.26,45,3,1.75,AF,1676214053
266,Saldanha,-33.0117,17.9442,20.37,81,36,7.19,ZA,1676214053
267,Warrnambool,-38.3833,142.4833,14.65,60,100,4.43,AU,1676214054
268,Lüderitz,-26.6481,15.1594,22.3,67,4,5.58,NA,1676214054
269,Acaraú,-2.8856,-40.12,30.52,58,69,6.0,BR,1676214054
270,Road Town,18.4167,-64.6167,27.02,65,40,4.63,VG,1676213998
271,Klyuchi,52.2667,79.1667,-19.75,100,60,2.1,RU,1676214055
272,Jinchang,38.4953,102.1739,-4.17,87,100,1.7,CN,1676214056
273,Thunder Bay,48.4001,-89.3168,-4.01,93,75,2.57,CA,1676214056
274,Kalamare,-22.9337,26.5703,24.86,46,93,3.48,BW,1676214057
275,Inírida,3.8653,-67.9239,27.6,85,64,0.34,CO,1676214033
276,Raton,36.9034,-104.4391,4.19,47,0,3.6,US,1676214058
277,High Level,58.5169,-117.136,-16.94,85,0,0.0,CA,1676214026
278,Aklavik,68.2191,-135.0107,-34.68,99,100,0.77,CA,1676214059
279,Tanga,-5.0667,39.1,27.45,73,97,9.02,TZ,1676214059
280,Hirara,24.8,125.2833,22.49,83,1,5.05,JP,1676214060
281,Swan Hill,-35.3378,143.5544,15.53,52,34,5.96,AU,1676214060
282,Nanortalik,60.1432,-45.2371,-8.68,60,100,6.39,GL,1676214061
283,Waslala,13.2333,-85.3833,23.88,74,34,3.64,NI,1676214062
284,Sorong,-0.8833,131.25,27.14,81,100,3.25,ID,1676214063
285,Le Port,-20.9373,55.2919,28.0,85,58,1.93,RE,1676214064
286,Härnösand,62.6323,17.9379,9.0,78,100,7.14,SE,1676214064
287,La Grande,45.3246,-118.0877,-9.13,80,57,1.3,US,1676214065
288,Kittery,43.0881,-70.7362,6.06,52,75,3.6,US,1676214066
289,Hithadhoo,-0.6,73.0833,27.43,67,4,5.73,MV,1676214066
290,Conceição do Araguaia,-8.2578,-49.2647,31.46,54,12,2.8,BR,1676214067
291,Naze,28.3667,129.4833,19.51,89,51,7.65,JP,1676214068
292,Chicama,-7.8447,-79.1469,21.3,70,93,2.97,PE,1676214069
293,Victoria Point,-27.5833,153.3,25.66,91,4,0.45,AU,1676214070
294,Andrelândia,-21.7397,-44.3092,23.78,77,84,2.62,BR,1676214070
295,Redlands,34.0556,-117.1825,7.46,83,12,0.45,US,1676214027
296,Bereket,39.2446,55.5154,3.88,45,100,4.62,TM,1676214071
297,Bosaso,11.2842,49.1816,25.99,73,0,8.23,SO,1676214072
298,Vila Franca do Campo,37.7167,-25.4333,15.23,74,77,3.12,PT,1676214073
299,Kharan,28.5833,65.4167,15.17,21,45,1.29,PK,1676214074
300,San Cristobal,7.7669,-72.225,21.1,67,96,2.66,VE,1676214074
301,Dwārka,22.2394,68.9678,24.6,48,0,5.6,IN,1676214075
302,Hasaki,35.7333,140.8333,10.68,84,100,6.27,JP,1676214076
303,Strezhevoy,60.7333,77.5889,-15.54,94,49,4.03,RU,1676214076
304,Nagato,34.3833,131.2,10.93,95,100,6.33,JP,1676214077
305,Sur,22.5667,59.5289,22.27,63,0,1.7,OM,1676214078
306,Comodoro Rivadavia,-45.8667,-67.5,17.92,27,20,8.23,AR,1676214078
307,Wanning,18.8003,110.3967,22.93,94,5,3.6,CN,1676213813
308,Bethel,41.3712,-73.414,5.27,57,0,0.0,US,1676213805
309,San Antero,9.3741,-75.7589,29.43,63,10,1.3,CO,1676214079
310,Margate,51.3813,1.3862,8.5,81,100,0.45,GB,1676214080
311,Alpena,45.0617,-83.4327,2.84,67,0,2.24,US,1676214033
312,Makurdi,7.7411,8.5121,39.81,6,40,3.94,NG,1676214081
313,Dāmghān,36.1683,54.348,-0.5,91,100,0.27,IR,1676214081
314,Velyka Lepetykha,47.1757,33.9436,0.05,65,5,7.45,UA,1676214082
315,Maumere,-8.6199,122.2111,26.27,83,98,1.23,ID,1676214082
316,Haines Junction,60.7522,-137.5108,-10.03,92,98,0.51,CA,1676214083
317,García,25.8167,-100.5833,18.28,40,90,1.85,MX,1676214084
318,Yangi Marg`ilon,40.4272,71.7189,0.4,69,0,1.03,UZ,1676214084
319,Makkah al Mukarramah,21.4267,39.8261,26.5,57,9,7.28,SA,1676213925
320,Lata,40.1629,-8.3327,17.26,49,100,3.59,PT,1676214085
321,Mount Isa,-20.7333,139.5,23.87,69,34,1.03,AU,1676214085
322,Savalou,7.9281,1.9756,38.56,17,30,2.78,BJ,1676214086
323,Lincoln,40.8,-96.667,2.38,58,73,1.34,US,1676213903
324,Okato,-39.2,173.8833,15.38,86,100,5.13,NZ,1676214087
325,Whitianga,-36.8333,175.7,17.69,95,100,14.8,NZ,1676214087
326,Aykhal,66.0,111.5,-28.0,100,85,1.02,RU,1676214088
327,Yambio,4.5721,28.3955,37.55,14,25,3.05,SS,1676214088
328,Tieling,42.2931,123.8414,-7.82,88,44,1.53,CN,1676214089
329,Andilamena,-17.0167,48.5833,20.59,86,66,3.44,MG,1676214089
330,Faanui,-16.4833,-151.75,27.27,76,100,5.92,PF,1676214090
331,Cabalitian,16.0883,120.7922,22.21,86,1,1.6,PH,1676214091
332,Cairns,-16.9167,145.7667,26.97,83,100,2.06,AU,1676214091
333,Opatija,45.3392,14.3083,13.43,61,3,2.65,HR,1676214092
334,General Roca,-39.0333,-67.5833,32.01,20,0,8.47,AR,1676214093
335,Coruripe,-10.1256,-36.1756,30.01,56,70,5.4,BR,1676214008
336,Taoudenni,22.6783,-3.9836,30.29,13,84,9.24,ML,1676214094
337,Muskegon,43.3,-86.1334,5.45,73,0,3.6,US,1676214094
338,Umm Kaddadah,13.6017,26.6876,28.94,11,1,8.09,SD,1676214095
339,Tandil,-37.3217,-59.1332,38.1,18,67,7.2,AR,1676214002
340,Mława,53.1128,20.3841,1.22,79,89,4.0,PL,1676214097
341,Paamiut,61.994,-49.6678,-16.64,80,2,6.39,GL,1676214097
342,Council Bluffs,41.2619,-95.8608,3.07,61,0,3.6,US,1676214098
343,Alto Araguaia,-17.3147,-53.2153,25.37,74,89,1.98,BR,1676214099
344,Suba,10.8438,121.0102,26.99,80,10,9.12,PH,1676214100
345,Ca Mau,9.1769,105.15,24.61,82,88,1.56,VN,1676214100
346,Kerema,-7.9631,145.7785,26.73,73,100,2.11,PG,1676214101
347,Snåase,64.2457,12.3778,6.67,86,100,6.91,NO,1676214101
348,Deputatsky,69.3,139.9,-35.2,99,100,0.29,RU,1676214102
349,Portobelo,9.55,-79.65,24.5,83,61,7.41,PA,1676214103
350,Grand Gaube,-20.0064,57.6608,28.22,64,84,2.24,MU,1676214103
351,Boa Vista,2.8197,-60.6733,29.99,51,20,6.69,BR,1676213960
352,Bestöbe,52.4994,73.0975,-19.08,92,14,4.57,KZ,1676214104
353,Dodge City,37.7528,-100.0171,2.9,36,100,3.02,US,1676213994
354,Kemijärvi,66.7131,27.4306,0.8,92,100,5.48,FI,1676214105
355,Port-Gentil,-0.7193,8.7815,30.98,74,20,5.14,GA,1676214105
356,Sørland,67.667,12.6934,5.92,74,97,19.0,NO,1676214105
357,Te Anau,-45.4167,167.7167,11.8,94,97,0.36,NZ,1676214106
